(1391156.0, 1389779.66088, 22.03241337, 1391341.0, 1391156.0)
(1391100.0, 1390578.70968, 1.085, 1391100.0, 1390089.0)
(1389229.0, 1389300.9776, 6.07484265, 1390336.0, 1389229.0)
(1390963.0, 1390842.60509, 1.316, 1390963.0, 1389376.0)
(1391000.0, 1390909.30126, 3.72, 1391000.0, 1390650.0)
(1389240.0, 1389260.52183, 9.32605156, 1389240.0, 1389103.0)
(1391018.0, 1389977.59487, 8.9045203, 1391073.0, 1391018.0)
(1391018.0, 1391019.73705, 0.791571, 1391073.0, 1391024.0)
(1391357.0, 1391077.16717, 5.40000051, 1391357.0, 1391018.0)
(1391018.0, 1391036.83047, 9.69890819, 1391018.0, 1390963.0)
(1391020.0, 1391006.41639, 1.55409181, 1391162.0, 1390651.0)
(1390651.0, 1390921.0773, 0.62604293, 1390999.0, 1390651.0)
(1391000.0, 1391003.03469, 8.01465765, 1391229.0, 1391020.0)
(1390896.0, 1389842.93272, 14.302771, 1390896.0, 1389007.0)
(1390845.0, 1389628.7079, 0.291, 1390999.0, 1390845.0)
(1391062.0, 1390913.81462, 5.72015, 1391099.0, 1391062.0)
(1390652.0, 1391061.62577, 9.628821, 1390999.0, 1390652.0)
(1390500.0, 1389416.21619, 1.383571, 1390200.0, 1389500.0)
(1389503.0, 1390136.54458, 1.482, 1390000.0, 1389503.0)
(1390000.0, 1390000.0, 0.135, 1390000.0, 1389503.0)
(1389954.0, 1390621.56534, 4.03, 1389954.0, 1389503.0)
(1390386.0, 1390463.12493, 1.705, 1390386.0, 1389638.0)
(1390600.0, 1390659.66725, 2.281, 1390999.0, 1390600.0)
(1390601.0, 1390833.25353, 1.5, 1391000.0, 1390605.0)
(1391073.0, 1390745.8307, 4.243, 1391073.0, 1390601.0)
(1390268.0, 1390793.53627, 0.772, 1390268.0, 1390133.0)
(1390755.0, 1390862.31343, 0.335, 1390763.0, 1390659.0)
(1390157.0, 1390383.08249, 0.691, 1390610.0, 1390157.0)
(1390755.0, 1391082.04579, 7.065, 1390755.0, 1390157.0)
(1390157.0, 1390170.28889, 0.225, 1390755.0, 1390200.0)
(1390555.0, 1390264.54545, 0.055, 1390601.0, 1390200.0)
(1390200.0, 1390206.07576, 1.32, 1390601.0, 1390200.0)
(1390303.0, 1390312.35758, 0.33, 1390601.0, 1390442.0)
(1390303.0, 1390536.50347, 1.44, 1390729.0, 1390303.0)
(1390407.0, 1390568.16883, 0.231, 1390407.0, 1390303.0)
(1390380.0, 1390444.22965, 2.18790014, 1390728.0, 1390380.0)
(1390380.0, 1390726.05961, 0.30958973, 1390637.0, 1390380.0)
(1391000.0, 1390931.6069, 1.876, 1391000.0, 1390446.0)
(1390795.0, 1390795.0, 0.553, 1390995.0, 1390795.0)
(1390303.0, 1390337.64511, 10.70202282, 1390999.0, 1390305.0)
(1390731.0, 1390674.2, 0.96, 1390731.0, 1390303.0)
(1390731.0, 1390556.40937, 0.491, 1390998.0, 1390731.0)
(1391000.0, 1390735.28228, 1.7597261, 1391000.0, 1390433.0)
(1391000.0, 1391232.38844, 5.53, 1391097.0, 1391000.0)
(1391549.0, 1391468.18117, 0.701, 1390872.0, 1390731.0)
(1391549.0, 1391428.64378, 0.23671399, 1390771.0, 1390731.0)
(1392000.0, 1391607.47628, 2.42165356, 1392199.0, 1392000.0)
(1392488.0, 1392317.738, 2.056, 1392488.0, 1392001.0)
(1392489.0, 1392461.13078, 5.322, 1392400.0, 1392244.0)
(1392783.0, 1392762.77722, 10.04100087, 1392910.0, 1392783.0)
(1392000.0, 1392872.3772, 39.54699957, 1393000.0, 1392000.0)
(1392134.0, 1393063.62087, 10.31825345, 1393200.0, 1393110.0)
(1393750.0, 1393238.2029, 43.155, 1393199.0, 1392546.0)
(1393235.0, 1393008.01967, 7.065, 1393749.0, 1393246.0)
(1393246.0, 1393261.0992, 7.88280008, 1393266.0, 1393246.0)
(1393110.0, 1393364.55023, 8.62719992, 1393747.0, 1393266.0)
(1393266.0, 1393670.04, 0.25, 1393500.0, 1393266.0)
(1393266.0, 1393357.64506, 5.494202, 1393266.0, 1392800.0)
(1393250.0, 1392784.11438, 2.608341, 1393266.0, 1393240.0)
(1393240.0, 1393245.17577, 4.63026936, 1393265.0, 1392857.0)
(1392555.0, 1392806.74305, 3.03585274, 1392952.0, 1392555.0)
(1393200.0, 1392729.07123, 2.96316352, 1393200.0, 1392346.0)
(1392501.0, 1392547.93392, 2.391, 1393099.0, 1392501.0)
(1392857.0, 1392649.7095, 3.309, 1392857.0, 1392300.0)
(1392555.0, 1392560.15124, 0.122, 1392749.0, 1392555.0)
(1392600.0, 1392328.4975, 6.9372, 1392744.0, 1392600.0)
(1392555.0, 1392249.1031, 1.096, 1392555.0, 1392501.0)
(1392728.0, 1392113.45706, 3.3522, 1392647.0, 1392501.0)
(1392728.0, 1392719.94055, 0.92500064, 1392625.0, 1392501.0)
(1392731.0, 1392457.48828, 2.55, 1392731.0, 1392001.0)
(1392001.0, 1392547.02532, 0.79, 1392727.0, 1392249.0)
(1392616.0, 1392251.62916, 1.573, 1392727.0, 1392616.0)
(1392722.0, 1392623.78958, 1.055, 1392726.0, 1392000.0)
(1392857.0, 1392442.33352, 4.28, 1392857.0, 1392002.0)
(1392695.0, 1392745.46154, 0.078, 1392725.0, 1392695.0)
(1392548.0, 1392818.39051, 5.762, 1392700.0, 1392548.0)
(1392625.0, 1392625.0, 0.08, 1392700.0, 1392625.0)
(1392625.0, 1392665.34211, 0.152, 1392700.0, 1392625.0)
(1392909.0, 1392960.46861, 1.839, 1392999.0, 1392909.0)
(1392699.0, 1392979.11553, 0.992, 1393099.0, 1392919.0)
(1393031.0, 1392823.13284, 0.1355, 1393031.0, 1392696.0)
(1393695.0, 1393200.72191, 9.32532643, 1393695.0, 1393250.0)
(1393250.0, 1393253.54751, 1.105, 1393299.0, 1393250.0)
(1393250.0, 1393250.66633, 1.61031331, 1393250.0, 1393049.0)
(1393370.0, 1393206.05767, 1.286, 1393370.0, 1392696.0)
(1392625.0, 1393234.90517, 3.8965, 1393132.0, 1392625.0)
(1392755.0, 1393345.67696, 8.426, 1393098.0, 1392755.0)
(1392729.0, 1392718.51724, 0.29, 1393098.0, 1392697.0)
(1392697.0, 1393254.53476, 0.935, 1393244.0, 1392697.0)
(1392945.0, 1392784.32774, 1.41485665, 1392945.0, 1392831.0)
(1392831.0, 1393078.16814, 0.113, 1393097.0, 1392756.0)
(1392490.0, 1392834.23683, 5.01600173, 1392944.0, 1392490.0)
(1392504.0, 1392310.63914, 3.73880036, 1392504.0, 1392501.0)
(1392350.0, 1392365.02466, 0.811, 1392501.0, 1392350.0)
